BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month
4500000,30.159,255407969,7.6,11816,2017,2
90000000,32.296,206172544,6.2,3530,2014,4
103000000,42.965,465361176,8.2,12539,2000,1
40000000,28.691,109676311,8.2,10643,2006,10
1686858,34.154,1891907,5.4,129,2017,9
200000000,36.392,219851172,5.1,5271,2011,6
135000000,34.33,245724603,6.7,4362,2011,2
70000000,25.366,23159305,7.9,3702,1999,6
48000000,24.366,249348933,6.6,4192,2002,10
130000000,41.618,631744560,7.1,7781,2008,4
170000000,29.468,714766572,7.7,13482,2014,3
2600000,38.759,84300000,7.1,4097,1940,2
82000000,32.755,190320568,6.5,2145,2005,5
135000000,33.912,532950503,7.5,13653,2015,12
2000000,26.849,54207,6.2,262,1993,1
110000000,34.6,293329073,6.3,3932,2010,7
150000000,36.001,682330139,7.2,6260,2015,7
40000000,39.595,123494610,6.8,2324,2014,5
60000000,28.235,107139399,6.9,1734,2012,3
42000000,32.794,131457147,6.3,1459,2018,9
130000000,33.021,273339556,6.5,3697,2003,7
209000000,38.296,303025485,5.7,3914,2012,11
50000000,32.149,216972543,6.4,4081,2016,6
13200000,32.926,53830415,5.8,406,2014,10
25000000,36.307,66023329,8.1,7460,1983,8
30000000,38.519,100014025,6.4,4623,2017,7
110000000,47.198,177238796,6.3,3301,2010,9
65000000,20.186,156974557,6.1,2490,2012,2
10800000,34.549,113857533,6.2,2206,2008,10
100000000,39.291,425368238,8.1,19228,2012,12
26000000,24.792,35926213,7.4,1974,2014,10
18000000,28.185,389925971,7.9,8405,1981,12
100000000,34.827,206071502,7.1,4490,1999,11
200000000,31.007,1056057273,7.5,11385,2016,12
5027266,31.287,19454845,6.4,443,2017,1
31000000,31.278,275947313,7.2,413,2017,4
12000000,35.965,87100449,7.9,5481,2013,4
40000000,29.457,224920315,7.3,8091,2010,1
125000000,36.646,498814908,6.4,5391,2017,3
3000000,33.363,1292773,6.5,36,2019,4
90000000,32.294,291465034,8.2,10245,2006,5
4000000,30.49,215880014,7.1,4440,1961,1
200000000,27.888,371353001,6.0,4581,2009,5
150000000,36.685,631910531,6.8,4592,2011,5
50000000,45.208,122915111,6.7,3587,2013,9
200000000,35.102,769653595,5.8,9103,2009,10
26000000,31.482,88092097,6.7,2164,2019,6
10000000,33.594,59217789,6.3,1799,2001,1
24000000,26.842,172363301,6.4,2218,1997,9
22000000,29.9,194647323,7.5,2226,2017,1
35000000,29.306,95437994,5.2,1775,2015,5
100000000,33.218,242988466,6.5,4102,2009,9
58000000,23.976,100541806,6.4,5281,2017,3
5000000,30.403,11642254,5.4,622,1989,12
20000000,38.739,77912251,6.9,3318,2009,7
30000000,39.199,119942387,6.3,3153,2018,11
5000,33.27,5000,6.5,11,2020,1
35000000,31.784,57120318,6.1,1809,1990,11
3500000,30.395,95330493,6.0,2847,2018,12
5000000,35.23,103590271,5.1,2038,2014,10
42000000,24.611,73866088,6.4,1477,2018,6
40000000,37.037,86410000,5.9,2820,2014,5
30000000,31.78,90810892,6.3,2377,2009,3
150000000,26.687,301970083,5.7,3015,2012,3
10000000,24.58,20311536,6.3,602,2020,2
75000000,41.505,542063846,6.8,7723,2005,5
7500000,28.004,60722734,7.2,7055,2009,7
5000000,33.8,17768757,6.0,686,1988,10
8500000,28.282,50300000,7.7,7388,2014,10
30000000,32.294,191502426,7.0,2919,1991,11
3500000,35.502,40423945,6.8,4119,2015,11
30000000,30.561,34017028,6.0,1720,2018,2
15000000,29.805,80253908,6.1,1380,2007,8
20000000,31.154,8352885,6.0,1040,2013,7
6000000,26.074,24849029,7.1,1407,2019,5
35000000,26.531,62832209,6.5,1540,2017,5
15000000,41.715,73707461,7.3,4230,1988,3
66000000,27.519,203277636,6.3,3042,2014,3
100000000,30.815,57497699,2.8,1346,2009,12
80000000,36.062,214945591,6.6,3883,2011,10
1000000,41.005,117235147,7.7,4946,1976,11
2500000,34.781,60141683,5.7,1135,2013,11
55000000,30.582,203427584,6.8,3502,2015,10
10000000,30.823,163876815,6.4,2845,2006,10
9000000,29.116,25327500,6.3,2091,2019,2
29700000,24.37,870322670,6.5,94,2017,7
26500000,33.772,159414369,8.4,5086,1997,12
150000000,21.73,128388320,6.0,2109,2015,9
27000000,27.769,20158808,7.2,2644,1984,5
105000000,34.721,270997378,7.1,3661,2009,8
19000000,31.02,108047131,6.1,1462,2005,4
23000000,27.539,319700000,8.3,6933,2018,11
7000000,33.986,47078545,6.2,1217,2020,12
95000000,31.961,76432727,7.2,2611,2000,3
37000000,37.86,113086475,6.9,2283,2004,6
33000000,34.949,327311859,8.3,13876,1995,9
70000000,29.2,348840316,6.4,2341,2012,1
100000000,40.754,94061311,5.6,1267,2016,8
20000000,22.595,34077920,6.8,1203,2014,12
900000,29.489,8556940,5.5,401,1993,8
30000000,30.685,102820008,7.0,3381,2010,11
20000000,27.925,14946150,6.5,382,2002,7
128000000,31.717,250397798,7.2,3784,2003,10
35000000,35.412,83061158,7.2,248,2014,8
29000000,31.506,309208309,7.6,3923,2009,11
15000000,30.449,164000000,7.8,1594,1959,12
31500000,27.746,150000000,8.3,5237,1979,8
66000000,26.843,99318987,6.6,4985,2004,2
34000000,23.896,63013281,7.5,2284,2015,9
19000000,35.379,85241496,7.1,5502,2016,6
35000000,28.636,145374099,6.8,1514,2017,9
18000000,28.048,538400000,8.4,12083,1980,5
30000000,30.938,17137302,6.6,753,2013,7
80000000,24.938,126546518,5.5,262,2013,12
42000000,28.685,89162162,5.9,2395,2011,11
20000000,28.625,157600000,6.4,1910,2019,12
11500000,37.436,94073028,5.9,3253,2016,1
60000000,18.703,104391623,5.6,1272,2002,9
20000000,26.43,78378744,4.8,1933,2013,11
69000000,33.18,116471580,5.6,2359,2012,6
170000000,27.829,772776600,7.9,21289,2014,7
3000000,29.814,15938065,4.4,522,1993,8
80000000,34.412,457731198,6.9,5854,1996,5
150000000,41.513,603900354,6.4,4839,2008,10
110000000,32.357,228738393,5.5,4051,2007,2
11000000,35.158,68233629,6.2,2002,2009,10
27000000,21.857,29000000,6.2,1497,2009,8
28000000,32.606,121147947,8.1,5058,2005,9
21000000,26.354,78608288,7.2,1761,1999,6
1300000,30.25,28262574,8.2,7355,1976,9
13000000,31.445,102600000,8.6,7762,1974,12
36000000,28.772,156844753,6.9,1006,2015,12
10000000,27.896,44902237,6.1,1139,2019,6
18500000,39.507,183316455,7.9,6356,1986,7
29000000,30.408,115603229,7.9,8003,2004,6
14000000,27.107,173046663,7.2,3858,1996,12
16000000,32.608,76514050,5.2,948,2009,9
500000,28.987,33456317,7.1,284,2008,9
225000000,38.886,419665568,6.6,4503,2008,5
50100000,33.333,153962963,6.9,5599,2015,2
2777000,28.369,33754967,7.6,3803,1939,8
60000000,37.579,162146076,5.7,3326,2016,10
10000000,35.319,159313561,5.5,1421,2007,8
70000000,33.183,162000000,6.1,3049,1997,12
48000000,42.71,390493908,6.8,2150,1991,6
133000000,28.075,300135367,6.0,3003,1999,12
30200000,34.221,173000000,6.5,88,2016,9
47000000,31.57,157887643,6.0,2171,2011,12
145000000,35.603,272912430,6.7,1708,2014,7
25000000,26.162,158256993,6.3,1590,2018,9
13000000,29.488,35763605,6.1,979,1990,9
6000000,28.308,1214525,6.2,1024,2018,9
45000000,35.084,141220678,5.7,3045,2001,4
3000000,24.441,10700000,6.8,60,2020,2
60000000,26.814,223664608,7.3,3819,1994,11
40000000,28.513,215862692,7.4,3096,1992,11
4531653,27.314,84552250,7.6,253,2016,8
25000000,30.764,117719158,6.0,2462,2006,9
35000000,30.052,140795793,5.8,2001,2015,7
69000000,21.419,180613180,6.2,1716,2017,9
175000000,25.391,150962475,6.1,2593,2013,6
1000000,20.382,34522221,7.0,171,2011,9
13000000,15.255,98441954,5.1,289,2011,11
5000000,8.999,2379154,6.1,873,2014,9
14000000,12.0,116000000,7.1,527,1974,12
190000000,41.822,209154322,6.2,5470,2015,5
45000000,23.547,50548152,7.0,1769,2016,12
61000000,23.984,131940411,6.5,2890,2013,2
8000000,25.966,36220872,6.7,450,2018,12
40000000,22.248,54682547,6.5,1379,1998,10
4000000,28.756,30000000,8.2,2718,2016,9
40000000,31.998,186167139,5.6,2069,2009,8
160000000,32.194,300257475,6.3,3988,2004,5
3000000,31.838,19472057,6.0,634,1986,1
70000000,28.97,161025640,6.3,4933,2013,3
20000000,41.651,53000000,7.7,9265,1990,5
60000000,29.923,197183546,6.2,955,2017,3
200000000,38.264,1108561013,7.1,11984,2012,10
38000000,22.711,45465299,6.1,1564,2009,4
30000000,28.052,180899045,8.0,12332,2003,10
65000000,23.85,162091208,7.4,3692,1999,7
18000000,32.89,358994850,6.6,6358,1992,11
80000000,39.924,484592874,6.7,7913,2003,5
806948,31.97,32000000,8.4,6688,1960,6
65000000,29.481,254212245,5.6,200,2017,1
200000000,33.683,589580482,6.3,5497,2008,10
2200000,29.229,21930418,5.2,623,1985,3
35000000,20.995,4230000,6.8,1814,2018,5
52000000,24.625,352114312,7.9,9918,2002,12
127000000,35.318,363204635,6.2,4378,2014,12
20000000,25.096,69766483,6.1,846,2019,8
225000000,35.272,624026776,6.5,7791,2012,5
90000000,35.815,263920180,7.5,7639,1997,2
39307171,31.381,37070177,7.1,68,2016,1
48000000,30.662,220673217,6.0,2686,2003,10
140000000,33.228,258022233,6.3,1980,2007,8
30000000,31.983,84025816,7.3,5600,2015,9
26000000,30.623,31807156,6.4,2187,2015,10
75000000,34.067,443140005,5.6,2000,2009,12
200000000,30.533,1028570889,7.0,9354,2016,6
11800000,36.706,47494916,7.7,2938,2002,1
3400000,28.154,78638987,7.2,1825,2007,5
99000000,38.648,246233113,6.7,1117,2015,1
900000,17.542,20483423,6.7,251,1992,4
35000000,33.381,28128670,6.1,1855,2011,12
85000000,25.329,112483764,5.1,407,2010,7
132000000,36.474,591739379,6.4,5679,2005,6
120000000,27.021,363258859,6.9,6433,1998,11
40000000,31.021,317375031,7.0,4436,2009,1
18000000,33.564,103215094,7.5,9806,2014,8
14000000,29.094,18090181,6.5,800,1994,10
150000000,32.648,397850012,6.7,4470,2006,3
1800000,26.793,33800000,7.2,2345,1976,3
6000000,23.341,24271196,6.4,570,1990,7
17000000,27.036,129042871,7.1,6117,2004,4
130000000,37.782,448191819,7.4,4738,1999,6
25000000,26.488,50401502,8.0,1040,2019,12
40000000,26.061,244527583,7.4,7110,1990,5
65000000,26.9,93621340,7.0,3043,2009,2
80000000,34.693,145771527,7.5,4127,2002,6
90000000,24.793,161626121,6.8,1111,1999,5
74000000,28.25,1156730962,6.4,8311,2015,6
13000000,22.056,115103979,6.2,1229,1986,6
1200000,32.507,25118063,8.4,5382,1966,12
13000000,28.071,4537,5.3,167,2018,1
50000000,27.386,3324330,6.2,1148,2015,3
15000000,26.011,14860766,6.4,1235,2015,10
49000000,24.248,352927224,6.8,2191,1992,3
12308000,17.317,49380115,8.3,58,2017,12
9900000,30.019,159047649,6.9,4730,2016,8
125000000,29.82,64493915,6.1,557,2016,12
3000000,31.759,572000000,7.1,4218,1951,7
11000000,23.733,21502976,7.3,1886,1992,9
3000000,27.377,108981275,8.4,7097,1975,11
3500000,33.187,3775000,6.6,1187,2016,7
90000000,35.432,162360636,6.3,4314,2016,9
150000000,23.272,169332978,6.8,1876,2007,3
60000000,22.519,80767884,6.9,1326,2003,2
6000000,24.466,213893795,7.4,4206,1987,8
30000000,28.767,15391979,6.2,1299,2014,7
11000000,35.167,78874843,7.4,3375,2014,8
35000000,21.464,116980662,6.4,4789,2013,1
30000000,30.92,2351359,7.2,1374,2016,12
5000000,28.453,15116634,5.1,576,1995,9
40000000,34.467,227300000,7.5,1293,2017,9
4800000,27.565,122637878,6.6,4385,2017,12
65000000,21.697,133821816,6.2,983,2014,12
150000000,29.185,287594577,5.9,3359,2007,10
35000000,35.859,108758521,5.8,3394,2016,4
63000000,30.999,189015611,6.0,1896,1988,5
50000000,33.5,200804534,5.6,2615,2004,10
26000000,30.247,90426405,6.2,2562,2003,1
15774948,21.498,741875,6.0,974,2011,5
10000000,25.034,40485039,6.9,1074,1989,2
41000000,27.133,242875078,7.1,4796,2002,8
858000,33.38,267447150,7.0,3968,1942,8
2900000,29.493,692079,6.3,1045,2017,9
4900000,25.193,6102076,7.2,1701,2018,2
35000000,16.897,82087155,5.9,2250,2011,9
23000000,24.748,79799880,6.5,1168,2015,1
125000000,26.87,238207122,4.3,3422,1997,6
17000000,31.31,46357676,8.1,6919,1987,6
20000000,22.211,27793200,6.9,382,2006,6
10000000,32.21,183474602,5.9,2032,2004,10
75000000,30.458,367275019,6.0,4709,2004,9
50000000,24.961,226349749,6.0,5241,2013,1
23000000,23.653,145570827,7.6,1741,2010,7
190000000,28.355,467365246,7.3,7111,2013,5
60000000,34.155,469160692,7.4,5758,2014,6
200000000,28.289,1025467110,6.6,10614,2010,3
30000000,27.446,32540674,5.9,933,2017,12
17000000,24.516,17500000,6.0,458,2020,1
1000000,30.644,17985893,6.4,392,1981,3
75000000,25.945,99138899,7.4,1925,2018,2
127500000,29.424,354248063,6.4,1622,2000,5
200000000,28.271,435000000,6.1,4510,2003,2
3500000,29.123,5155325,7.4,632,2014,2
28000000,23.381,130560428,6.4,1429,2017,4
110000000,29.968,383531464,6.6,4037,2007,6
125000000,27.214,409231607,5.5,5409,2017,6
18000000,22.667,22320893,6.9,496,2013,2
23000000,31.009,351583407,6.9,7022,1994,7
35000000,26.175,149542245,6.6,5814,2011,7
50000000,32.344,287928194,6.3,3204,1995,5
3000000,26.15,67790117,7.6,221,2015,8
120000000,29.898,242688965,5.8,4068,2014,1
70000000,32.344,76066841,6.0,1995,2007,4
10000000,33.219,42800000,5.7,677,2020,2
2500000,25.101,14400000,5.1,694,1982,10
20000000,24.905,43967255,7.0,534,2015,6
35000000,29.148,115664037,5.5,1819,2010,4
28000000,38.683,60700000,6.4,4552,2013,7
16000000,28.143,51764406,6.0,1096,2006,6
35000000,19.791,170000000,6.0,2120,2008,7
70000000,31.825,321455689,8.2,15497,2009,8
45000000,25.079,86165646,6.8,1521,2014,7
93000000,32.125,482860185,7.3,8672,2011,3
130000000,29.624,554987477,6.4,2024,2011,10
130000000,31.372,301913131,5.6,5859,2007,6
50000000,29.26,159773545,6.3,3553,1992,5
60000000,25.861,47383689,7.5,1710,2000,9
2000000,25.859,13167232,6.3,555,1986,11
40000000,29.372,65146020,5.8,279,2017,11
6500000,27.932,48021766,6.4,1008,2019,10
40000000,34.779,97552050,6.6,3887,2011,2
50000000,25.008,132180323,7.3,2972,2006,9
33000000,29.055,54700105,6.2,1799,2004,4
3500000,19.267,25091816,5.9,1270,2018,2
21000000,30.345,31635150,6.6,2161,2004,9
50000000,28.295,149878437,6.1,3493,2011,2
40000000,25.446,132820716,6.9,3130,2012,12
37000000,26.457,117501013,6.8,3967,2018,2
4800000,29.089,81979826,5.9,2377,2006,6
85000000,18.298,80916492,6.4,1253,2003,9
65000000,33.347,415252786,6.5,1427,2008,12
115000000,33.835,378882411,7.0,2570,1994,7
70000000,24.975,17752940,5.4,1377,2015,1
84000000,30.46,432844677,8.0,6735,2017,12
15000000,27.336,145000000,6.7,3671,2012,1
45000000,24.081,224834564,6.7,3360,2000,6
60000000,22.282,71073932,4.9,1263,2005,4
25000000,21.031,171627166,7.9,7736,2007,8
72000000,33.379,210000000,7.9,6941,1995,5
25000000,35.127,170764026,6.6,4974,2008,1
100000000,29.356,26249469,7.1,473,2019,4
98000000,33.824,433013274,6.3,4884,2001,4
30000000,27.475,47042000,6.8,7807,2012,9
15000000,35.717,356830601,6.9,4272,1986,5
120000000,30.575,167977596,4.4,4479,2015,5
100000000,30.616,314975955,6.2,4949,2012,8
4000000,24.0,55675257,7.3,3580,1970,12
10000000,21.315,18730891,7.1,1396,2016,4
70000000,32.059,211819354,5.6,2467,2011,8
125000000,32.256,493214993,5.8,4535,2010,1
65000000,26.803,128905366,5.8,2641,2004,8
60000000,28.721,95396573,6.4,3593,2013,8
40000000,32.667,127233108,6.1,2554,2010,3
47000000,26.063,48919043,6.8,1766,1993,11
9000000,24.187,155313078,6.4,2570,2019,3
20000000,18.79,17399000,6.6,361,2019,4
54000000,29.997,136766062,7.4,3917,1990,12
150000000,28.052,205366737,6.4,3433,2013,6
32000000,25.75,126041322,6.2,4566,2013,12
40000000,30.799,149295601,7.4,2897,2013,12
60000000,32.196,47664559,7.4,5105,2010,12
25000000,26.947,87305549,6.2,3169,2013,4
80000000,33.342,415885488,6.8,6216,1999,4
20000000,33.74,229400000,8.5,9349,1997,12
18000000,30.288,57096190,6.8,3198,2007,11
10000000,37.625,76858273,7.3,5692,2017,8
4000000,30.282,87404651,7.2,3816,1953,5
75000000,22.532,196482882,6.8,5174,2004,2
20000000,24.28,60000000,7.6,608,1997,3
20000000,26.033,52302796,5.4,1071,2012,10
44000000,33.229,12342632,6.2,4297,2014,12
29500000,25.176,168840000,7.6,5515,1995,12
17000000,25.275,63102666,5.9,924,2003,8
30000000,30.295,8100000,5.9,767,2018,10
110000000,33.231,121790373,6.8,3199,2016,9
100000000,21.921,336529144,5.4,3528,1995,6
32679734,22.783,4412639,6.4,425,2017,5
38000000,27.432,25754775,7.2,871,2017,9
100000000,23.367,249288105,5.0,2426,2006,12
25000000,25.773,83080890,5.0,2010,2017,1
80000000,25.717,311950384,7.2,3520,2017,8
33000000,30.155,244386864,6.9,2969,1998,9
3500000,24.219,16367326,7.6,710,2018,1
105000000,32.404,723192705,7.2,11690,2013,3
10000000,23.409,6272403,5.6,495,2016,10
115000000,27.107,164989338,6.3,3638,2016,6
13000000,25.691,122700000,7.7,842,1956,5
10000000,27.442,104303851,6.3,2345,2015,4
55000000,16.99,110000000,5.9,521,2013,10
200000000,25.586,310669540,6.4,3208,2010,12
12000000,24.891,140312928,8.1,5010,2016,1
8500000,21.234,68282844,5.9,1143,2008,5
20000000,24.176,255105930,7.0,4400,2019,3
30000000,37.285,71041255,6.5,5372,2012,12
103000000,27.747,132675864,5.1,1355,2018,8
45000000,21.182,165184237,6.6,1043,2011,11
30000000,22.069,350448145,7.0,3965,1994,9
35000000,28.62,120072577,8.4,5701,2002,9
50000000,20.735,53431158,6.1,507,2018,1
90000000,16.466,122823468,5.7,917,1997,4
4300000,21.861,10165694,7.1,3110,2013,9
84000000,27.469,148100000,6.5,2868,2013,7
7000000,22.223,3377430,6.5,2717,2016,8
8575000,28.122,37767206,8.3,1890,2016,1
25000000,28.151,23057115,7.8,2818,2011,9
15000000,24.116,12371132,6.0,917,2018,7
20000000,21.65,44093316,6.3,2289,2010,1
120000000,30.341,649398328,6.5,9206,2002,5
68000000,24.459,55003890,5.2,2535,2017,12
30000000,27.142,295212467,7.4,5899,1984,8
140000000,34.709,441818803,6.3,7232,2002,3
180000000,28.714,356743061,5.8,4846,2016,6
1000000,23.4,36764313,8.4,3985,1954,1
53000000,22.449,139804348,7.6,3961,1997,11
11000000,25.628,39055536,6.7,921,2019,2
120000000,32.344,347234916,6.9,8618,2004,7
16000000,28.334,46749646,8.0,4698,2009,6
60000000,26.93,93375151,5.3,1077,2001,4
70000000,22.934,58058367,5.7,1171,2012,6
90000000,21.029,429632142,7.6,7841,2000,12
59000000,30.714,32140970,6.1,462,2019,1
30000000,27.188,196114570,7.2,3042,2012,5
80000000,27.583,280000000,6.8,4205,1992,6
60000000,36.652,218340595,6.5,4896,2012,12
50000000,23.635,66002004,5.6,1640,2005,6
58000000,33.084,352194034,6.9,2531,1995,11
90000000,24.392,237202299,6.3,2954,2000,9
120000000,26.714,461983149,6.8,9861,2006,8
6000000,25.897,11122090,6.7,1783,2015,8
41677699,30.923,202404009,7.7,2478,2008,7
140000000,26.376,195243411,6.2,2409,2016,1
13000000,34.067,426588510,8.2,12353,2011,2
40000000,26.863,68766121,5.8,1882,2005,4
130000000,29.361,379014294,5.6,2572,1998,5
110000000,31.361,362744280,6.5,5071,2004,9
175000000,18.856,173000000,5.5,3029,2007,9
85000000,23.356,222231186,6.1,4028,2008,2
120000000,30.908,286168572,6.6,8089,2013,10
28000000,33.997,140767956,7.7,7582,1988,7
5000000,28.749,16593554,7.5,2402,2018,1
13000000,23.734,33400000,7.7,7550,2012,9
14000000,24.178,178043761,7.8,4548,2005,10
85000000,30.277,311312624,6.7,4449,2007,6
15000000,28.228,36869414,7.6,9600,2015,1
100000000,29.647,169327687,7.5,4542,2000,12
28000000,30.551,201634991,7.8,2621,2015,8
150000000,19.895,38992758,6.0,435,2011,9
35000000,18.39,27107960,6.1,542,1980,1
100000000,19.465,121975011,7.2,1874,2003,12
11000000,26.563,153083102,7.1,4302,1984,7
90000000,30.462,366101666,7.2,4098,1995,5
3300000,23.56,30641770,8.4,4568,2002,5
15000000,24.278,48686605,7.6,5098,2018,7
5300000,23.614,9080818,6.7,122,2015,4
80000000,27.107,274470394,6.1,5573,2010,3
13300000,26.556,5380251,6.1,2257,2013,8
155000000,26.201,415686217,6.4,4061,2010,2
70000000,29.348,130293714,7.4,3240,2004,4
28000000,22.436,333000000,7.3,6165,1984,5
25000000,30.233,149228077,6.2,3366,2011,1
20000000,25.549,97644617,6.6,2815,2018,8
37000000,27.983,269994119,6.8,6481,2013,7
8000000,32.875,21028755,6.9,561,1982,12
46000000,27.829,122126687,8.0,7369,2013,9
7000000,27.834,86026201,7.4,246,2018,2
10000000,23.075,320705,5.9,320,2017,10
54000000,28.808,155010032,6.4,3191,2002,3
2280000,20.807,83320000,7.4,2005,1940,11
65000000,23.231,163442937,7.5,2923,2014,12
1500000,17.928,1165882,5.4,561,2012,10
90000000,26.298,201596308,5.6,2493,2008,5
61000000,26.29,95696996,7.0,3154,2007,3
28000000,19.488,90259536,7.2,2406,2003,4
137000000,33.736,245360480,5.5,4009,2003,6
100000000,27.79,268426634,6.5,1997,2013,5
20000000,28.436,72258126,8.1,10045,2004,3
75000000,32.292,108145109,7.1,4329,2015,8
200000000,31.987,325286646,6.8,3144,2009,4
50000000,25.74,133511855,6.8,2949,2017,8
75000000,31.749,817400891,6.8,6803,1996,6
5500000,27.103,4824499,7.4,4317,2014,8
60000000,24.997,264118201,8.1,12106,1998,4
19000000,25.259,61503218,7.5,3797,1985,7
170000000,22.451,185770160,7.2,5200,2011,11
54000000,34.759,132511035,7.9,10240,2006,2
46000000,19.267,23737523,7.1,2109,2016,12
15000000,26.003,24769466,6.5,991,1996,3
3000000,20.507,4915757,5.5,702,2014,10
3000000,21.504,82515113,6.8,3591,2012,3
